1 0 1.11375e-62
0.9 0 1.13487e-32
1 0.1 1.09262e-32
0.866667 0.0666667 0.00851153
0.8 0 1.48516e-32
0.933333 0.133333 0.00819466
1 0.2 1.39034e-32
0.824245 0.153276 0.0183487
0.758115 0.0871456 0.0142153
0.7 0 1.65288e-32
0.782541 0.238494 0.0246966
0.890375 0.219406 0.0164889
1 0.3 1.59681e-32
0.676336 0.257295 0.0265621
0.716914 0.172867 0.0233562
0.645516 0.109016 0.0183011
0.6 0 1.6818e-32
0.742705 0.323664 0.0264527
0.827133 0.315899 0.0233477
0.890984 0.354484 0.0179957
1 0.4 1.66802e-32
0.592705 0.214683 0.0248782
0.572758 0.105288 0.0177273
0.5 0 1.64084e-32
0.5 0.10156 0.0165483
0.785317 0.407295 0.0248323
1 0.5 1.68747e-32
0.89844 0.45078 0.0171116
1 0.6 1.67957e-32
0.4 0 1.67673e-32
0.5 0.2 0.0233625
0.427242 0.105288 0.0176854
0.8 0.5 0.0231595
0.89844 0.54922 0.0171641
1 0.7 1.64559e-32
0.890984 0.645516 0.018193
0.2 0 1.5006e-32
0.3 0 1.66592e-32
0.354484 0.109016 0.0182266
0.1 0 1.13052e-32
0 0 1.10956e-62
0.407295 0.214683 0.0247307
0.785317 0.592705 0.0249753
1 0.8 1.48281e-32
0.912854 0.758115 0.014171
0.827133 0.684101 0.0236601
0.133333 0.0666667 0.00847892
0.241885 0.0871456 0.0144739
0.315899 0.172867 0.0233601
0.0666667 0.133333 0.00816445
0 0.1 1.08859e-32
0.323664 0.257295 0.0264492
0.742705 0.676336 0.0265768
1 0.9 1.13624e-32
0.933333 0.866667 0.00852181
0.846724 0.824245 0.0183964
0.761506 0.782541 0.024664
0.152581 0.175396 0.0182987
0.238494 0.217459 0.0247451
0.0871456 0.241885 0.014252
0 0.2 1.46619e-32
0.257295 0.323664 0.0265191
0.676336 0.742705 0.0263501
1 1 1.11605e-62
0.866667 0.933333 0.00821888
0.9 1 1.09585e-32
0.780594 0.890375 0.016589
0.684101 0.827133 0.0233388
0.172867 0.283086 0.0234344
0.0980805 0.322795 0.0165015
0 0.3 1.66482e-32
0.214683 0.407295 0.0245311
0.592705 0.785317 0.0242008
0.8 1 1.39719e-32
0.691985 0.912854 0.0146118
0.7 1 1.67501e-32
0.596296 0.890984 0.0178005
0.109016 0.403704 0.0180477
0 0.4 1.66166e-32
0.2 0.5 0.0237723
0.5 0.8 0.0235247
0.6 1 1.64024e-32
0.5 0.89844 0.0168505
0.10156 0.5 0.0171946
0 0.5 1.69306e-32
0.214683 0.592705 0.0243583
0.109016 0.596296 0.017974
0.427242 0.894712 0.017869
0.407295 0.785317 0.0249439
0.5 1 1.66333e-32
0.323664 0.742705 0.026591
0.257295 0.676336 0.0264014
0 0.6 1.65685e-32
0.0871456 0.691985 0.0147677
0.172867 0.684101 0.0234485
0.315899 0.827133 0.0237078
0.4 1 1.6927e-32
0.354484 0.890984 0.018375
0.217459 0.761506 0.0246101
0 0.7 1.69309e-32
0.229672 0.83718 0.0211781
0.109625 0.780594 0.0169875
0.241885 0.912854 0.0141898
0.3 1 1.65437e-32
0 0.8 1.40034e-32
0.0666667 0.866667 0.00792647
0.133333 0.933333 0.00873124
0.2 1 1.49702e-32
0 0.9 1.05686e-32
0.1 1 1.16417e-32
0 1 1.11051e-62
