2 111 162 60 
# Vertices [x y]
1 0
0.9 0
1 0.1
0.866667 0.0666667
0.8 0
0.933333 0.133333
1 0.2
0.824245 0.153276
0.758115 0.0871456
0.7 0
0.782541 0.238494
0.890375 0.219406
1 0.3
0.676336 0.257295
0.716914 0.172867
0.645516 0.109016
0.6 0
0.742705 0.323664
0.827133 0.315899
0.890984 0.354484
1 0.4
0.592705 0.214683
0.572758 0.105288
0.5 0
0.5 0.10156
0.785317 0.407295
1 0.5
0.89844 0.45078
1 0.6
0.4 0
0.5 0.2
0.427242 0.105288
0.8 0.5
0.89844 0.54922
1 0.7
0.890984 0.645516
0.2 0
0.3 0
0.354484 0.109016
0.1 0
0 0
0.407295 0.214683
0.785317 0.592705
1 0.8
0.912854 0.758115
0.827133 0.684101
0.133333 0.0666667
0.241885 0.0871456
0.315899 0.172867
0.0666667 0.133333
0 0.1
0.323664 0.257295
0.742705 0.676336
1 0.9
0.933333 0.866667
0.846724 0.824245
0.761506 0.782541
0.152581 0.175396
0.238494 0.217459
0.0871456 0.241885
0 0.2
0.257295 0.323664
0.676336 0.742705
1 1
0.866667 0.933333
0.9 1
0.780594 0.890375
0.684101 0.827133
0.172867 0.283086
0.0980805 0.322795
0 0.3
0.214683 0.407295
0.592705 0.785317
0.8 1
0.691985 0.912854
0.7 1
0.596296 0.890984
0.109016 0.403704
0 0.4
0.2 0.5
0.5 0.8
0.6 1
0.5 0.89844
0.10156 0.5
0 0.5
0.214683 0.592705
0.109016 0.596296
0.427242 0.894712
0.407295 0.785317
0.5 1
0.323664 0.742705
0.257295 0.676336
0 0.6
0.0871456 0.691985
0.172867 0.684101
0.315899 0.827133
0.4 1
0.354484 0.890984
0.217459 0.761506
0 0.7
0.229672 0.83718
0.109625 0.780594
0.241885 0.912854
0.3 1
0 0.8
0.0666667 0.866667
0.133333 0.933333
0.2 1
0 0.9
0.1 1
0 1
# Triangles [ind1 ind2 ind3] from zero
27 33 32
33 26 28
42 33 35
27 26 33
35 33 28
25 27 32
20 26 27
19 27 25
17 18 25
11 12 19
19 20 27
18 19 25
13 10 17
11 19 18
19 12 20
14 10 13
10 14 7
6 12 11
10 11 18
17 10 18
14 8 7
21 14 13
15 9 8
1 3 4
1 2 3
5 3 2
6 5 2
11 7 5
1 0 2
5 6 11
53 63 65
64 73 66
64 54 65
73 64 65
66 55 64
109 110 108
105 104 101
105 106 108
104 105 108
101 106 105
40 39 50
46 50 39
47 46 36
7 11 10
3 7 8
3 5 7
8 9 4
3 8 4
14 15 8
21 15 14
22 24 23
21 22 15
21 30 22
15 16 9
30 24 22
22 16 15
41 31 30
23 16 22
23 24 31
31 38 29
30 31 24
41 38 31
48 41 51
37 38 47
29 23 31
47 38 48
48 58 47
41 48 38
51 58 48
68 61 71
57 68 59
58 61 68
49 59 60
46 49 50
57 58 68
46 57 49
46 47 57
36 46 39
57 59 49
47 58 57
37 47 36
37 29 38
51 61 58
49 60 50
71 77 68
70 60 59
77 71 79
70 69 78
69 68 77
78 69 77
59 68 69
59 69 70
79 83 77
77 83 78
83 84 78
85 86 79
92 84 83
85 94 86
86 83 79
93 86 94
101 93 94
99 92 93
92 83 86
93 101 99
91 94 85
91 90 98
93 92 86
95 98 90
98 101 94
91 98 94
100 102 106
95 100 98
95 102 100
104 99 101
106 107 109
108 106 109
101 98 100
102 107 106
101 100 106
95 97 102
102 103 107
88 95 90
97 96 103
88 97 95
87 80 82
103 102 97
88 80 87
87 96 97
88 87 97
82 89 87
87 89 96
76 82 80
76 81 82
80 72 76
74 67 66
81 74 75
76 67 74
89 82 81
72 67 76
74 66 75
62 67 72
62 52 56
76 74 81
66 73 75
52 45 56
55 45 44
67 56 66
67 62 56
54 43 53
65 54 53
55 56 45
54 55 44
66 56 55
44 43 54
64 55 54
45 35 44
44 34 43
42 45 52
35 28 34
42 35 45
42 32 33
35 34 44
# Boundaries [ind1 ind2 label]
32 42 3
42 52 3
52 62 3
62 72 3
72 80 3
80 88 3
88 90 3
90 91 3
91 85 3
85 79 3
79 71 3
71 61 3
61 51 3
51 41 3
41 30 3
30 21 3
21 13 3
13 17 3
17 25 3
25 32 3
110 108 2
108 104 2
104 99 2
99 92 2
92 84 2
84 78 2
78 70 2
70 60 2
60 50 2
50 40 2
63 65 1
65 73 1
73 75 1
75 81 1
81 89 1
89 96 1
96 103 1
103 107 1
107 109 1
109 110 1
0 2 2
2 6 2
6 12 2
12 20 2
20 26 2
26 28 2
28 34 2
34 43 2
43 53 2
53 63 2
40 39 1
39 36 1
36 37 1
37 29 1
29 23 1
23 16 1
16 9 1
9 4 1
4 1 1
1 0 1
