0 1 -1.49826e-32
0 0.99 -0.0299652
0 0.98 -0.0533377
0.01 1 -2.3281e-32
0 0.97 -0.0726135
0 0.96 -0.0898503
0.00666667 0.986667 -0.0333111
0.0075 0.9775 -0.0517
0.0133333 0.993333 -0.0149637
0.02 1 -2.03407e-32
0.00666667 0.966667 -0.0723623
0 0.95 -0.105394
0.00714286 0.957143 -0.0877118
0 0.94 -0.119874
0.0133333 0.973333 -0.055261
0.015 0.985 -0.0319048
0.02 0.98 -0.0390302
0.03 1 -1.78247e-32
0.024 0.992 -0.015201
0.0142857 0.964286 -0.0701757
0.015 0.955 -0.0843365
0.0133333 0.945556 -0.0996791
0.007 0.937 -0.117363
0.0145455 0.934545 -0.113841
0 0.93 -0.133336
0 0.92 -0.146024
0.04 1 -1.58716e-32
0.0214286 0.971429 -0.0533784
0.03 0.976111 -0.041203
0.0266667 0.983333 -0.030231
0.0333333 0.991667 -0.0142611
0.0225 0.9625 -0.0672592
0.021 0.951 -0.0857619
0.0218182 0.941818 -0.0980812
0.0207692 0.930769 -0.11357
0.0133333 0.925 -0.127208
0.00666667 0.9175 -0.142635
0 0.91 -0.158001
0.0428571 0.992857 -0.0109991
0.05 1 -1.45187e-32
0.0333333 0.968889 -0.0511722
0.0375 0.9775 -0.0362135
0.0466667 0.984444 -0.0231852
0.028 0.958 -0.0706618
0.0290909 0.949091 -0.0827945
0.0346154 0.944615 -0.0853185
0.0381818 0.963636 -0.0567343
0.0307692 0.937692 -0.0970072
0.0285714 0.928571 -0.110253
0.0214286 0.921429 -0.124694
0.0142857 0.914286 -0.139441
0.00714286 0.907143 -0.154337
0 0.9 -0.169328
0.0525 0.9925 -0.0106364
0.06 1 -1.33694e-32
0.056 0.986 -0.0192928
0.0445455 0.970909 -0.0435447
0.0509091 0.978182 -0.0312282
0.0428571 0.942857 -0.0825381
0.04 0.955 -0.0680219
0.0466667 0.9625 -0.0545275
0.048125 0.938125 -0.0854057
0.04125 0.93125 -0.0980535
0.034375 0.924375 -0.11115
0.0275 0.9175 -0.124494
0 0.89 -0.180109
0.020625 0.910625 -0.138175
0.01375 0.90375 -0.152037
0.006875 0.896875 -0.16603
0 0.88 -0.190393
0.0423529 0.922353 -0.107905
0.063 0.993 -0.00915348
0.07 1 -1.24462e-32
0.0581818 0.978182 -0.0294101
0.0654545 0.985455 -0.0186466
0.0612338 0.971234 -0.0377482
0.0553846 0.965385 -0.0472589
0.05 0.95 -0.0695258
0.0571429 0.957143 -0.057175
0.055 0.94 -0.0793608
0.0494118 0.929412 -0.0950802
0.04 0.913333 -0.119833
0.0282353 0.908235 -0.134572
0.0361111 0.906111 -0.130789
0.006875 0.8875 -0.175978
0.0211765 0.901176 -0.148322
0.01375 0.895 -0.161614
0.00666667 0.877222 -0.186625
0 0.87 -0.200246
0.0505556 0.920556 -0.104557
0.0733333 0.9925 -0.00910573
0.08 1 -1.15249e-32
0.06 0.935 -0.0825906
0.0785714 0.978571 -0.0250078
0.0692308 0.972308 -0.0343823
0.0642857 0.964286 -0.0456384
0.061875 0.951875 -0.0617498
0.06875 0.955 -0.0553286
0.0635294 0.943529 -0.0709967
